港澳台,#genre#
财经体育新闻[1920x1080],http://120.84.96.73:808/hls/86/index.m3u8
东森洋片[1920x1080],http://120.84.96.73:808/hls/33/index.m3u8
东森洋片[1920x1080],http://120.84.96.87:808/hls/33/index.m3u8
凤凰香港[1920x1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
凤凰香港[1920x1080],http://120.84.96.87:808/hls/81/index.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
东森电影[1920x1080],http://120.84.96.73:808/hls/32/index.m3u8
东森电影[1920x1080],http://120.84.96.89:808/hls/32/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.82:808/hls/86/index.m3u8
凤凰香港[1920x1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
东森电影[1920x1080],http://120.84.96.87:808/hls/32/index.m3u8
凤凰香港[1920x1080],http://120.84.96.87:808/hls/81/index.m3u8
东森电影[1920x1080],http://120.84.96.87:808/hls/32/index.m3u8
凤凰香港[1920x1080],http://120.84.96.82:808/hls/81/index.m3u8
凤凰香港[1920x1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8

東森財經HD[1920x1080],http://123.51.230.108:18515/.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8緯來育樂HD,http://123.51.230.108:18541/.m3u8緯來體育HD,http://123.51.230.108:18509/.m3u8
東森戲劇HD[1920x1080],http://123.51.230.108:18538/.m3u8龍華戲劇台,http://123.51.230.108:8509/.m3u8
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
有线新闻台[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
台视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
无线财经资讯台[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
TVBS新闻台[1920x1080],http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
中天亚洲台[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
好莱坞电影台[1920x1080],http://120.84.96.73:808/hls/24/index.m3u8
明珠台[1920x1080],http://shazui.8866.org:800/hls/80/index.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
緯來綜合HD[1920x1080],http://123.51.230.108:18540/.m3u8
東風衛視[1920x1080],http://123.51.230.108:18560/.m3u8
翡翠台[1920x1080],http://r.jdshipin.com/62WM7
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
东森戏剧[1920x1080],http://123.51.230.108:18538/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8
緯來體育HD[1920x1080],http://123.51.230.108:18509/.m3u8
有线新闻台[1280x720],http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
无线财经[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
台视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8
緯來育樂HD,http://123.51.230.108:18541/.m3u8
緯來體育HD,http://123.51.230.108:18509/.m3u8
廈門衛視,http://123.51.230.108:8531/.m3u8
東森戲劇HD[1920x1080],http://123.51.230.108:18538/.m3u8
龍華戲劇台,http://123.51.230.108:8509/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
TVBS亚洲台[1920x1080],http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
民视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
有线新闻台[1280x720],http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
东森戏剧[1920x1080],http://123.51.230.108:18538/.m3u8
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
民视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
东森戏剧[1920x1080],http://123.51.230.108:18538/.m3u8
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
无线财经[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
有线新闻台[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
人间卫视[1280x720],http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
有线新闻台[1280x720],http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
緯來體育HD[1920x1080],http://123.51.230.108:18509/.m3u8
无线财经资讯台[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
有线新闻台[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
人間衛視[1920x1080],http://123.51.230.108:8507/.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
台视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
TVBS亚洲台[1920x1080],http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
三立新聞[1920x1080],http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
東風衛視[1920x1080],http://123.51.230.108:18560/.m3u8
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
民視新聞[1920x1080],http://123.51.230.108:18663/.m3u8
東森財經HD[1920x1080],http://123.51.230.108:18515/.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
台视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
緯來綜合HD[1920x1080],http://123.51.230.108:18540/.m3u8
八大第一HD[1920x1080],http://123.51.230.108:18539/.m3u8
有线新闻台[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
财经体育新闻[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
无线财经[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
有线新闻[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
TVBS新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS亞洲[1920x1080],http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
东風37[1920x1080],http://123.51.230.108:18560/.m3u8

翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
无线新闻[1920x1080],http://162.19.247.76:22222/live/tvbnews/index.m3u8
j2[1920x1080],http://162.19.247.76:22222/live/tvbj2/index.m3u8
中天娱乐[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
三立都会[1920x1080],http://162.19.247.76:22222/live/uch6/index.m3u8
东森戏剧[1280x720],http://162.19.247.76:22222/live/dsxj/index.m3u8
东森电影[1280x720],http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片[1280x720],http://162.19.247.76:22222/live/dsypt/index.m3u8
凤凰中文[1280x720],http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰资讯[1280x720],http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰香港[1280x720],http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
三立台湾[1920x1080],http://162.19.247.76:22222/live/uch5/index.m3u8
无线新闻[1920x1080],http://162.19.247.76:22222/live/tvbnews/index.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
台视[1280x720],http://162.19.247.76:22222/live/taishi/index.m3u8
华视[1280x720],http://162.19.247.76:22222/live/huashi/index.m3u8
中视[1280x720],http://162.19.247.76:22222/live/zhongshi/index.m3u8
AOD[1920x1080],http://162.19.247.76:22222/live/uch7/index.m3u8
J2[1920x1080],http://162.19.247.76:22222/live/tvbj2/index.m3u8
J2[1920x1080],http://162.19.247.76:22222/live/tvbj2/index.m3u8
三立台湾[1920x1080],http://162.19.247.76:22222/live/uch5/index.m3u8
三立都会台[1920x1080],http://162.19.247.76:22222/live/uch6/index.m3u8
台视[1280x720],http://162.19.247.76:22222/live/taishi/index.m3u8
华视[1280x720], http://162.19.247.76:22222/live/huashi/index.m3u8
中视[1280x720],http://162.19.247.76:22222/live/zhongshi/index.m3u8
天映经典台[1280x720],http://162.19.247.76:22222/live/tyjd/index.m3u8
中天亚洲[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
东森戏剧台[1280x720],http://162.19.247.76:22222/live/dsxj/index.m3u8
东森电影台[1280x720],http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片台[1280x720],http://162.19.247.76:22222/live/dsypt/index.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
AOD[1920x1080],http://162.19.247.76:22222/live/uch7/index.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲台[1280x720],http://162.19.247.76:22222/live/ztyz/index.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
翡翠台[1920x1080],http://r.jdshipin.com/qClQf
翡翠华丽[1280x720],http://2022.stream-link.org/live/1684250157
翡翠台[1920x1080],http://r.jdshipin.com/qrfbg
翡翠台[1920x1080],http://r.jdshipin.com/62WM7
翡翠台[1280x720],http://r.jdshipin.com/n90gt
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
J2[1920x1080],http://162.19.247.76:22222/live/tvbj2/index.m3u8
TVB J5[1920x1080],http://162.19.247.76:22222/live/tvbj5/index.m3u8
开电视资讯台,http://2022.stream-link.org/live/237166685
无线财经资讯台[1920x1080],http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
无线财经资讯台[1920x1080],http://jylt.jdshipin.com:808/hls/86/index.m3u8
环球电视台[1920x1080],http://zb.xzxwhcb.com:9999/hls/world.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
TVBS新闻台[1920x1080],http://pull-l3-cny.douyincdn.com/third/stream-e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
TVBS亚洲台[1920x1080],http://pull-l3-cny.douyincdn.com/third/stream-9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8
翡翠台[1920x1080],http://r.jdshipin.com/62WM7
翡翠台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
TVB星河[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN
TVB1[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153401&extension=ts&play_token=zUkGQ70Vue
TVB1[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153396&extension=ts&play_token=ICdnbP1fWe
千禧经典台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
功夫台[1280x720],https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8
娱乐新闻台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153398&extension=ts&play_token=TPIp3m3TjC
有线新闻[1280x720],http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
J1[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153395&extension=ts&play_token=Pd3SDU2VSy
J2[1280x720],https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
TVB新闻[1280x720],https://pull-l3-cny.douyincdn.com/live/stream-112175tvb1202212213.m3u8
面包台[1280x720],https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
华丽台[1280x720],http://r.jdshipin.com/thuYX
华丽台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571187&extension=ts&play_token=uWRW1HvPSb
双星[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571191&extension=ts&play_token=6Do9QdLKkM
小太阳[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571230&extension=ts&play_token=D3QyPDZb9O
TVBS新闻台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ
东森美洲[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156397&extension=ts&play_token=2fQZ7EF20L
东森卫视[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156394&extension=ts&play_token=UEKTIim7lP
TVBS亚洲[1920x1080],http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲[1920x1080],http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
香港国际财经台[1920x1080],http://2022.stream-link.org/live/1737572864
RTHK32[1920x1080],https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
全民最大党[1280x720],http://www.336699.live:1935/blocksix/4gtv-live076.stream/chunklist.m3u8
香港面包台[1280x720],https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
台视,http://2023.stream-link.org/live/280878870
三立台湾[1920x1080],http://162.19.247.76:22222/live/uch5/index.m3u8
三立都会台[1920x1080],http://162.19.247.76:22222/live/uch6/index.m3u8
欢喜台[1920x1080],http://162.19.247.76:22222/live/uch3/index.m3u8
环球电视台[1920x1080],http://zb.xzxwhcb.com:9999/hls/world.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
翡翠台[1920x1080],http://r.jdshipin.com/qClQf
翡翠台[1920x1080],http://r.jdshipin.com/qrfbg
TVBS新闻台[1920x1080],http://pull-l3-cny.douyincdn.com/third/stream-e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
TVBS亚洲台[1920x1080],http://pull-l3-cny.douyincdn.com/third/stream-9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8
翡翠台[1920x1080],http://r.jdshipin.com/62WM7
翡翠台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
翡翠台[1920x1080],http://r.jdshipin.com/qClQf
TVB星河[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN
TVB1[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153401&extension=ts&play_token=zUkGQ70Vue
TVB1[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153396&extension=ts&play_token=ICdnbP1fWe
千禧经典台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
功夫台[1280x720],https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8
娱乐新闻台[1280x720],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153398&extension=ts&play_token=TPIp3m3TjC
有线新闻[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
J1[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153395&extension=ts&play_token=Pd3SDU2VSy
J2[1280x720],https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
TVBS新闻台[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
民视新闻台[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
东森美洲[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156397&extension=ts&play_token=2fQZ7EF20L
东森卫视[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156394&extension=ts&play_token=UEKTIim7lP
东森洋片[1920x1080],http://107.151.203.111:2209/135/hk.php?id=dsypt
TVBS亚洲[1920x1080],http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲[1920x1080],http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
华语电视[1920x1080],http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视[1920x1080],http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
长城精品[1920x1080],http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
HBO[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56057&extension=ts&play_token=pqlvbiUAPq
HBO3[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56104&extension=ts&play_token=HqqAESBfCa
翡翠台[1920x1080],http://r.jdshipin.com/62WM7
上海东方翡翠台[1920x1080],http://shazui.8866.org:800/hls/80/index.m3u8
翡翠台[1920x1080],http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=1350_4500
翡翠台[1920x1080],https://pull-l3-cny.douyincdn.com/live/stream-19882782023041319556.m3u8
翡翠台[1920x1080],http://47.113.189.55/iptv/gudou.php?key=1dff350a198e9e53696fd9c8ab1b2862&id=97&id=1350_4500
翡翠台[1920x1080],http://iptv.weai.love/live?ispa=full&type=gdjy&ipdz=113.64.147.i&tvid=tvbfc
明珠台[1920x1080],http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=1351_4500
明珠台[1920x1080],http://47.113.189.55/iptv/gudou.php?key=1dff350a198e9e53696fd9c8ab1b2862&id=97&id=1351_4500
明珠台[1920x1080],http://radius.8866.org:800/hls/84/index.m3u8
RTHK32[1920x1080],https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8


