央视频道,#genre#
央视网球,http://iptv4.dnwx.vip:8888/udp/239.252.219.95:5140
风云足球,http://iptv4.dnwx.vip:8888/udp/239.252.219.96:5140
世界地理,http://iptv4.dnwx.vip:8888/udp/239.252.219.93:5140
兵器科技,http://iptv4.dnwx.vip:8888/udp/239.252.219.98:5140
梨园频道,http://iptv4.dnwx.vip:8888/udp/239.252.220.179:5140
武术世界,http://iptv4.dnwx.vip:8888/udp/239.252.220.180:5140
文物宝库,http://iptv4.dnwx.vip:8888/udp/239.252.220.158:5140
求索记录,http://iptv4.dnwx.vip:8888/udp/239.252.220.224:5140
中国教育,http://iptv4.dnwx.vip:8888/udp/239.252.220.198:5140
上海纪实,http://iptv4.dnwx.vip:8888/udp/239.252.219.227:5140
金鹰纪实,http://iptv4.dnwx.vip:8888/udp/239.252.220.155:5140
东方财经,http://iptv4.dnwx.vip:8888/udp/239.252.219.57:5140
茶频道台,http://iptv4.dnwx.vip:8888/udp/239.252.220.160:5140
快乐垂钓,http://iptv4.dnwx.vip:8888/udp/239.252.220.177:5140
IPTV体育,http://iptv4.dnwx.vip:8888/udp/239.252.220.211:5140
昌飞航空,http://iptv4.dnwx.vip:8888/udp/239.252.220.47:5140
风尚购物,http://iptv4.dnwx.vip:8888/udp/239.252.219.101:5140
电视指南,http://iptv4.dnwx.vip:8888/udp/239.252.219.97:5140

4K频道,#genre#
奥林匹克-4K,http://iptv4.dnwx.vip:8888/udp/239.252.220.237:5140
百视通台-4K,http://iptv4.dnwx.vip:8888/udp/239.252.220.235:5140
百视通台-4K,http://iptv4.dnwx.vip:8888/udp/239.252.220.236:5140
电影测试-4K,http://iptv4.dnwx.vip:8888/udp/239.252.220.212:5140

斗鱼电影11,http://43.138.170.29:35455/douyu/7459925
斗鱼电影22,http://43.138.170.29:35455/douyu/1979257
斗鱼电影26,http://43.138.170.29:35455/douyu/8413092
斗鱼电影23,http://43.138.170.29:35455/douyu/7494871
斗鱼电影71,http://43.138.170.29:35455/douyu/2987100
斗鱼电影97,http://43.138.170.29:35455/douyu/8867878
斗鱼电影99,http://43.138.170.29:35455/douyu/7655471
斗鱼电影105,http://43.138.170.29:35455/douyu/4290711
斗鱼电影111,http://43.138.170.29:35455/douyu/8475821
斗鱼电影117,http://43.138.170.29:35455/douyu/338759
斗鱼电影125,http://43.138.170.29:35455/douyu/5067952
斗鱼电影128,http://43.138.170.29:35455/douyu/675072
斗鱼电影135,http://43.138.170.29:35455/douyu/7476264
斗鱼电影136,http://43.138.170.29:35455/douyu/5689514
斗鱼电影141,http://43.138.170.29:35455/douyu/7623292
斗鱼电影145,http://43.138.170.29:35455/douyu/5033502
斗鱼电影151,http://43.138.170.29:35455/douyu/426517
斗鱼电影153,http://43.138.170.29:35455/douyu/8799435
斗鱼电影165,http://43.138.170.29:35455/douyu/8705754
斗鱼电影169,http://43.138.170.29:35455/douyu/7528160
斗鱼电影166,http://43.138.170.29:35455/douyu/5581257
斗鱼电影90,http://43.138.170.29:35455/douyu/6785471
斗鱼电影110,http://43.138.170.29:35455/douyu/8415464
斗鱼电影113,http://43.138.170.29:35455/douyu/5522351
斗鱼电影114,http://43.138.170.29:35455/douyu/562225
斗鱼电影115,http://43.138.170.29:35455/douyu/223521
斗鱼电影116,http://43.138.170.29:35455/douyu/8651489
斗鱼电影118,http://43.138.170.29:35455/douyu/4631599
斗鱼电影120,http://43.138.170.29:35455/douyu/5354713
斗鱼电影122,http://43.138.170.29:35455/douyu/3485629
斗鱼电影130,http://43.138.170.29:35455/douyu/8014467
斗鱼电影137,http://43.138.170.29:35455/douyu/1274132
斗鱼电影149,http://43.138.170.29:35455/douyu/6582435
斗鱼电影150,http://43.138.170.29:35455/douyu/3980787
斗鱼电影158,http://43.138.170.29:35455/douyu/8788687
斗鱼电影134,http://43.138.170.29:35455/douyu/6725858

斗鱼電影8,http://epg.112114.xyz/douyu/323876
斗鱼电影10,http://epg.112114.xyz/douyu/2935323
斗鱼電影11,http://epg.112114.xyz/douyu/7459925
斗鱼電影16,http://epg.112114.xyz/douyu/431460
斗鱼電影77,http://epg.112114.xyz/douyu/2758565
斗鱼電影81,http://epg.112114.xyz/douyu/3870925
斗鱼電影95,http://epg.112114.xyz/douyu/4549169
斗鱼電影99,http://epg.112114.xyz/douyu/7655471
斗鱼電影108,http://epg.112114.xyz/douyu/6566671
斗鱼電影105,http://epg.112114.xyz/douyu/4290711
斗鱼電影117,http://epg.112114.xyz/douyu/338759
斗鱼電影124,http://epg.112114.xyz/douyu/2793084
斗鱼電影141,http://epg.112114.xyz/douyu/7623292
斗鱼電影145,http://epg.112114.xyz/douyu/5033502
斗鱼電影169,http://epg.112114.xyz/douyu/7528160
斗鱼电影92,http://epg.112114.xyz/douyu/7537296
斗鱼电影113,http://epg.112114.xyz/douyu/5522351
斗鱼电影122,http://epg.112114.xyz/douyu/3485629
斗鱼电影137,http://epg.112114.xyz/douyu/1274132
斗鱼电影149,http://epg.112114.xyz/douyu/6582435
斗鱼电影168,http://epg.112114.xyz/douyu/6861249
斗鱼電影18,http://epg.112114.xyz/douyu/4246519
斗鱼電影151,http://epg.112114.xyz/douyu/426517
斗鱼電影153,http://epg.112114.xyz/douyu/8799435
斗鱼電影155,http://epg.112114.xyz/douyu/4258555
斗鱼電影165,http://epg.112114.xyz/douyu/8705754
斗鱼-?救救小鸭吧?,http://epg.112114.xyz/douyu/7925840
斗鱼-邦德,http://epg.112114.xyz/douyu/9292499
斗鱼電影111,http://epg.112114.xyz/douyu/8475821
斗鱼-华语点歌台,http://epg.112114.xyz/douyu/3186217
斗鱼-蒲蚂蚱,http://epg.112114.xyz/douyu/6079455
斗鱼-粤语电影,http://epg.112114.xyz/douyu/1226741
斗鱼4K激战2,http://159.75.85.63:35455/douyu/3916618
斗鱼电影HD6,http://epg.112114.xyz/douyu/747764
斗鱼电影HD25[1024*576],http://epg.112114.xyz/douyu/8945323
斗鱼电影HD29,http://epg.112114.xyz/douyu/9651304
斗鱼电视剧HD1,http://epg.112114.xyz/douyu/2838296
斗鱼电视剧HD2,http://epg.112114.xyz/douyu/7701735
斗鱼电视剧HD4,http://epg.112114.xyz/douyu/7489563
斗鱼电视剧HD5,http://epg.112114.xyz/douyu/6566658
斗鱼动漫2,http://epg.112114.xyz/douyu/1783144
斗鱼动漫4,http://epg.112114.xyz/douyu/1174353
斗鱼搞笑HD1,http://epg.112114.xyz/douyu/9220456
斗鱼搞笑HD3,http://epg.112114.xyz/douyu/9067836
斗鱼搞笑HD4,http://epg.112114.xyz/douyu/9817729
斗鱼搞笑3,http://epg.112114.xyz/douyu/2132902
斗鱼影评HD5,http://epg.112114.xyz/douyu/9559158
斗鱼影评HD7,http://epg.112114.xyz/douyu/9419771
斗鱼影评HD11,http://epg.112114.xyz/douyu/8986636
斗鱼影评HD13,http://epg.112114.xyz/douyu/297689
斗鱼影评HD12,http://epg.112114.xyz/douyu/9837291
斗鱼美食HD1,http://epg.112114.xyz/douyu/2901080
斗鱼美食HD2,http://epg.112114.xyz/douyu/8144937
斗鱼科普HD1,http://epg.112114.xyz/douyu/9317739
斗鱼科普HD2,http://epg.112114.xyz/douyu/9447974
斗鱼科普HD3,http://epg.112114.xyz/douyu/9369468
斗鱼科普HD5,http://epg.112114.xyz/douyu/9385288
斗鱼科普HD6,http://epg.112114.xyz/douyu/8434598
斗鱼科普HD7,http://epg.112114.xyz/douyu/7357786
斗鱼游戏HD1,http://epg.112114.xyz/douyu/5720533
斗鱼游戏HD2,http://epg.112114.xyz/douyu/101367
斗鱼游戏HD4,http://epg.112114.xyz/douyu/709710
斗鱼游戏HD5,http://epg.112114.xyz/douyu/3168536
斗鱼游戏HD8,http://epg.112114.xyz/douyu/4346416
斗鱼棋牌2,http://epg.112114.xyz/douyu/851040
斗鱼-仨房间画面,http://maomao.kandiantv.cn/douyu1.php?id=7256376


CCTV1,http://mmitv.top/pltv/source.php?id=cctv1&token=1ff9f513cd81
CCTV2,http://mmitv.top/pltv/source.php?id=cctv2&token=95feca107d0f
CCTV3,http://mmitv.top/pltv/source.php?id=cctv3&token=d8c11e312ecc
CCTV4,http://mmitv.top/pltv/source.php?id=cctv4&token=3f6284120ecb
CCTV5P,http://mmitv.top/pltv/source.php?id=cctv5p&token=f9272284d6d8
CCTV5,http://mmitv.top/pltv/source.php?id=cctv5&token=4312336237d5
CCTV6,http://mmitv.top/pltv/source.php?id=cctv6&token=bd8e32225ef2
CCTV7,http://mmitv.top/pltv/source.php?id=cctv7&token=7607cfeb9679
CCTV8,http://mmitv.top/pltv/source.php?id=cctv8&token=44b1bafda906
CCTV9,http://mmitv.top/pltv/source.php?id=cctv9&token=e198a4adde31
CCTV10,http://mmitv.top/pltv/source.php?id=cctv10&token=5d33c6f39524
CCTV11,http://mmitv.top/pltv/source.php?id=cctv11&token=e1c764a49928
CCTV12,http://mmitv.top/pltv/source.php?id=cctv12&token=9960a77cae3d
CCTV13,http://mmitv.top/pltv/source.php?id=cctv13&token=f9311cba965a
CCTV14,http://mmitv.top/pltv/source.php?id=cctv14&token=200841c1af82
CCTV15,http://mmitv.top/pltv/source.php?id=cctv15&token=e06a1914a44e
CCTV16,http://mmitv.top/pltv/source.php?id=cctv16&token=51962bccd4de
CCTV17,http://mmitv.top/pltv/source.php?id=cctv17&token=ad92175b369a
CCTV世界地理,http://mmitv.top/pltv/source.php?id=cctvsjdl&token=41dec9d369ac
CCTV兵器科技,http://mmitv.top/pltv/source.php?id=cctvbqkj&token=1c3db4dda025
CCTV央视台球,http://mmitv.top/pltv/source.php?id=cctvystq&token=e3d54899a9a6
CCTV央视文化精品,http://mmitv.top/pltv/source.php?id=cctvyswhjp&token=24ead5590ea8
CCTV女性时尚,http://mmitv.top/pltv/source.php?id=cctvnxss&token=ebcabfd9e466
CCTV怀旧剧场,http://mmitv.top/pltv/source.php?id=cctvhjjc&token=90925a8dd728
CCTV电视指南,http://mmitv.top/pltv/source.php?id=cctvdszn&token=de152bc18e12
CCTV第一剧场,http://mmitv.top/pltv/source.php?id=cctvdyjc&token=0dfc199fe126
CCTV风云剧场,http://mmitv.top/pltv/source.php?id=cctvfyjc&token=fb0480c2b52b
CCTV风云足球,http://mmitv.top/pltv/source.php?id=cctvfyzq&token=2afb753279d4
CCTV风云音乐,http://mmitv.top/pltv/source.php?id=cctvfyyl&token=9e8a50e20987
CCTV高尔夫网球,http://mmitv.top/pltv/source.php?id=cctvgefwq&token=df255bd17397
CGTN,http://mmitv.top/pltv/source.php?id=cgtn&token=5466c03e1a7b
CGTN纪录,http://mmitv.top/pltv/source.php?id=cgtnjl&token=676f7f4e9c35
CHC动作电影,http://mmitv.top/pltv/source.php?id=chcdzdy&token=32021bf199ea
CHC家庭影院,http://mmitv.top/pltv/source.php?id=chcjtyy&token=3e0fbce6f26f
CHC高清电影,http://mmitv.top/pltv/source.php?id=chcgqdy&token=7e7341f6e15f
BRTV纪实科教,http://mmitv.top/pltv/source.php?id=brtvjskj&token=3df8e4019843
未知电视台FGTV,http://mmitv.top/pltv/source.php?id=wzdst-fgtv&token=417465005a89
未知电视台HSTV,http://mmitv.top/pltv/source.php?id=wzdst-hstv&token=1c2f4aa4d2cd
未知电视台LYTV,http://mmitv.top/pltv/source.php?id=wzdst-lytv&token=1c9cda77445d
东方卫视,http://mmitv.top/pltv/source.php?id=dfws&token=f8372dcfb198
乐游,http://mmitv.top/pltv/source.php?id=ly&token=a13015a678f4
佛坪电视台,http://mmitv.top/pltv/source.php?id=fpdst&token=7db219181212
北京卫视,http://mmitv.top/pltv/source.php?id=bjws&token=14c4f137cb18
千阳电视台,http://mmitv.top/pltv/source.php?id=qydst&token=f17ec2f5a638
吴起电视台,http://mmitv.top/pltv/source.php?id=wqdst&token=0e03296b8dab
咸阳综合,http://mmitv.top/pltv/source.php?id=xyzh&token=54c2db4872c0
哒啵电竞,http://mmitv.top/pltv/source.php?id=dj&token=f937c8d16eb2
哒啵赛事,http://mmitv.top/pltv/source.php?id=ss&token=33e4bbc808ff
商洛1套,http://mmitv.top/pltv/source.php?id=sl-1&token=5b8e9d51b2a0
商洛2套,http://mmitv.top/pltv/source.php?id=sl-2&token=f5246f77c0ef
天津卫视,http://mmitv.top/pltv/source.php?id=tjws&token=43acce16db42
安徽卫视,http://mmitv.top/pltv/source.php?id=ahws&token=87c7a52a78ac
宝鸡1套,http://mmitv.top/pltv/source.php?id=bj-1-0&token=3e6a74df19cf
宝鸡2套,http://mmitv.top/pltv/source.php?id=bj-2-0&token=2d12ede8d19e
山东卫视,http://mmitv.top/pltv/source.php?id=sdws&token=a4d6093488b0
岚皋电视台,http://mmitv.top/pltv/source.php?id=lgdst&token=a9a7924a43bb
广东卫视,http://mmitv.top/pltv/source.php?id=gdws&token=4fc01a4cb42e
快乐垂钓,http://mmitv.top/pltv/source.php?id=klcd&token=84d00c43fa1a
扶风电视台,http://mmitv.top/pltv/source.php?id=ffdst&token=a36cd55cc5d2
未知电视台,http://mmitv.top/pltv/source.php?id=wzdst&token=c50cc71dddd2
黄陵电视台,http://mmitv.top/pltv/source.php?id=hldst&token=bc25fd57cfd1
安康综合,http://mmitv.top/pltv/source.php?id=akzh&token=c720c3aae00d
勉县综合,http://mmitv.top/pltv/source.php?id=mxzh-0&token=a257b7193d73
榆林综合,http://mmitv.top/pltv/source.php?id=ylzh&token=68afb6dd7022
榆阳综合,http://mmitv.top/pltv/source.php?id=yyzh-0&token=5733f3f249bf
欢笑剧场4K,http://mmitv.top/pltv/source.php?id=hxjc-4k-0&token=912b0e7c2344
汉中1套,http://mmitv.top/pltv/source.php?id=hz-1-0&token=c5f9cc4ddf61
汉中2套,http://mmitv.top/pltv/source.php?id=hz-2-0&token=3aa96babb65c
汉中3套,http://mmitv.top/pltv/source.php?id=hz-3&token=e50105a354d9
江苏卫视,http://mmitv.top/pltv/source.php?id=jsws&token=0f83be1ac05e
洋县电视台,http://mmitv.top/pltv/source.php?id=yxdst&token=99586049f092
浙江卫视,http://mmitv.top/pltv/source.php?id=zjws&token=58c4f660cb50
深圳卫视,http://mmitv.top/pltv/source.php?id=szws&token=805b912f86c8
游戏风云,http://mmitv.top/pltv/source.php?id=yxfy&token=b29f49ca90e7
湖北卫视,http://mmitv.top/pltv/source.php?id=hubws&token=fb752cdfda58
湖南卫视,http://mmitv.top/pltv/source.php?id=hunws&token=e8e7e757cbf3
眉县新闻综合,http://mmitv.top/pltv/source.php?id=mxxwzh&token=0e9bac47d674
神木综合,http://mmitv.top/pltv/source.php?id=smzh&token=089013a17b84
第一财经,http://mmitv.top/pltv/source.php?id=dycj&token=c693629d1b72
精彩综艺,http://mmitv.top/pltv/source.php?id=jczy&token=d4c78c1d1e9d
紫阳综合,http://mmitv.top/pltv/source.php?id=zyzh-0&token=ab5590bb92df
纪实人文,http://mmitv.top/pltv/source.php?id=jsrw&token=3512b8b453c2
茶频道,http://mmitv.top/pltv/source.php?id=cpd&token=b88a579d9189
西乡融媒,http://mmitv.top/pltv/source.php?id=xxrm&token=398e73754197
辽宁卫视,http://mmitv.top/pltv/source.php?id=lnws&token=2301c1763c84
都市剧场,http://mmitv.top/pltv/source.php?id=dsjc&token=a9222a46e733
重庆卫视,http://mmitv.top/pltv/source.php?id=zqws&token=69ff2d7dcfb1
金色学堂,http://mmitv.top/pltv/source.php?id=jsxt&token=6a9823652f3a
金鹰纪实,http://mmitv.top/pltv/source.php?id=jyjs&token=b3dd4c3f411f
镇坪综合,http://mmitv.top/pltv/source.php?id=zpzh&token=f3d32422abdb
黑龙江卫视,http://mmitv.top/pltv/source.php?id=hljws&token=2769dde286fa
凤凰资讯,http://mmitv.top/pltv/source.php?id=fhzx&token=60cf402a1acf
渭南公共频道,http://mmitv.top/pltv/source.php?id=wnggpd&token=98282539f8ee
城固电视台,http://mmitv.top/pltv/source.php?id=cgdst&token=4b75355b2da8
宁陕电视台,http://mmitv.top/pltv/source.php?id=nsdst&token=c24959303626
志丹电视台,http://mmitv.top/pltv/source.php?id=zddst&token=798dd6aced2c
石泉电视台,http://mmitv.top/pltv/source.php?id=sqdst&token=7d63e61569f7
CETV1,http://mmitv.top/pltv/source.php?id=cetv1&token=a35c66957c22
CETV2,http://mmitv.top/pltv/source.php?id=cetv2&token=7516336f2049
CETV3,http://mmitv.top/pltv/source.php?id=cetv3&token=6152d3b3fec5
CETV4,http://mmitv.top/pltv/source.php?id=cetv4&token=bad59828b724
榆林1套,http://mmitv.top/pltv/source.php?id=yl-1&token=06f8b80d9fa5
榆阳1套,http://mmitv.top/pltv/source.php?id=yy-1&token=3d1dfae6107b
NewTV怡伴健康,http://mmitv.top/pltv/source.php?id=newtvbjk&token=4ba51df849ba
NewTV东北热剧,http://mmitv.top/pltv/source.php?id=newtvdbrj&token=58654987496b
NewTV中国功夫,http://mmitv.top/pltv/source.php?id=newtvzggf&token=f06554a99e1c
NewTV军事评论,http://mmitv.top/pltv/source.php?id=newtvjspl&token=04533ef46f1c
NewTV军旅剧场,http://mmitv.top/pltv/source.php?id=newtvjljc&token=2cec1f50a4c5
NewTV农业致富,http://mmitv.top/pltv/source.php?id=newtvnyzf&token=95a5db672f28
NewTV动作电影,http://mmitv.top/pltv/source.php?id=newtvdzdy&token=3a35abd1b0ff
NewTV古装剧场,http://mmitv.top/pltv/source.php?id=newtvgzjc&token=eeac366ea53f
NewTV家庭剧场,http://mmitv.top/pltv/source.php?id=newtvjtjc&token=d5648f70c6dc
NewTV惊悚悬疑,http://mmitv.top/pltv/source.php?id=newtvjxy&token=26155d5e7af5
NewTV明星大片,http://mmitv.top/pltv/source.php?id=newtvmxdp&token=3acd8e79bf3c
NewTV欢乐剧场,http://mmitv.top/pltv/source.php?id=newtvhljc&token=b52cc6364d86
NewTV武搏世界,http://mmitv.top/pltv/source.php?id=newtvwbsj&token=b5cbb8466ded
NewTV海外剧场,http://mmitv.top/pltv/source.php?id=newtvhwjc&token=72d489df0dc4
NewTV潮妈辣婆,http://mmitv.top/pltv/source.php?id=newtvcmlp&token=cc40717307f4
NewTV炫舞未来,http://mmitv.top/pltv/source.php?id=newtvxwwl&token=eabd0677c261
NewTV爱情喜剧,http://mmitv.top/pltv/source.php?id=newtvaqxj&token=acd5d844f708
NewTV精品大剧,http://mmitv.top/pltv/source.php?id=newtvjpdj&token=2498a8b0c846
NewTV精品萌宠,http://mmitv.top/pltv/source.php?id=newtvjpmc&token=0fcbf29247b8
NewTV精品纪录,http://mmitv.top/pltv/source.php?id=newtvjpjl&token=2c4c17a0dc47
NewTV超级体育,http://mmitv.top/pltv/source.php?id=newtvcjty&token=e4e741012f6f
NewTV超级电影,http://mmitv.top/pltv/source.php?id=newtvcjdy&token=2db68ad3bbfa
NewTV超级电视剧,http://mmitv.top/pltv/source.php?id=newtvcjdsj&token=47cca7f495cd
NewTV超级综艺,http://mmitv.top/pltv/source.php?id=newtvcjzy&token=5168c61d9062
NewTV金牌综艺,http://mmitv.top/pltv/source.php?id=newtvjpzy&token=9c1386c5155c
东南卫视,http://mmitv.top/pltv/source.php?id=dnws&token=766bda75561e
佳木斯新闻综合,http://mmitv.top/pltv/source.php?id=jmsxwzh&token=1f1e3dbfb214
双鸭山新闻综合,http://mmitv.top/pltv/source.php?id=sysxwzh&token=229ced6d00cd
吉林卫视,http://mmitv.top/pltv/source.php?id=jlws&token=43f85af536df
哈尔滨新闻综合,http://mmitv.top/pltv/source.php?id=hebxwzh&token=dd18dcbe3cb7
四川卫视,http://mmitv.top/pltv/source.php?id=scws&token=42f123f00c2b
全民健身,http://mmitv.top/pltv/source.php?id=qmjs&token=dcf44cb47a20
大庆公共频道,http://mmitv.top/pltv/source.php?id=dqggpd&token=69718ecb5904
大庆新闻综合,http://mmitv.top/pltv/source.php?id=dqxwzh&token=8adb784aad63
广西卫视,http://mmitv.top/pltv/source.php?id=gxws&token=8da53eaaa8ca
未知频道,http://mmitv.top/pltv/source.php?id=wzpd&token=c86dab379aef
江西卫视,http://mmitv.top/pltv/source.php?id=jxws&token=78b065aeace6
河北卫视,http://mmitv.top/pltv/source.php?id=hebws&token=13c85bc92646
河南卫视,http://mmitv.top/pltv/source.php?id=henws&token=f0831c7295bf
精品体育,http://mmitv.top/pltv/source.php?id=jpty&token=d99e4d673fd4
贵州卫视,http://mmitv.top/pltv/source.php?id=gzws&token=0a0583b6eb29
鹤岗新闻综合,http://mmitv.top/pltv/source.php?id=hgxwzh&token=6050968e5592
黑莓动画,http://mmitv.top/pltv/source.php?id=hdh&token=57a2ec99cee5
黑莓电影,http://mmitv.top/pltv/source.php?id=hdy&token=9922613d7f57
黑龙江农业科教,http://mmitv.top/pltv/source.php?id=hljnykj&token=d0cba0dbb4e4
黑龙江少儿,http://mmitv.top/pltv/source.php?id=hljse&token=3f8de1d4472a
黑龙江影视,http://mmitv.top/pltv/source.php?id=hljys&token=dddafa00ec1c
黑龙江文体,http://mmitv.top/pltv/source.php?id=hljwt&token=89db4f70a23b
黑龙江新闻法治,http://mmitv.top/pltv/source.php?id=hljxwfz&token=097ca42edcb3
黑龙江都市,http://mmitv.top/pltv/source.php?id=hljds&token=277acd44aad2
齐齐哈尔新闻综合,http://mmitv.top/pltv/source.php?id=qqhexwzh&token=757d109f26a8
